ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0045324,late endosome to vacuole transport,8/783,38/18986,0.21052631578947367,5.104792632923304,5.253104371696973,0.0001313737727156634,0.012474669573645104,0.011926587413087476,STAM2/CHMP5/CHMP4A/VPS37A/TMEM50A/VTA1/SNF8/CHMP4C,8
GO:0000910,cytokinesis,20/783,192/18986,0.10416666666666667,2.5258088548318436,4.40712969439989,0.0001371244325336555,0.012737667396006739,0.012178030266890549,POLDIP2/PIK3C3/ANXA11/BCL2L1/KIF13A/RAB11A/CDC14B/EXOC6/CHMP5/CFL1/PDCD6IP/CHMP4A/MAP9/JTB/BIRC6/PKP4/MITD1/CHMP4C/SNX9/EXOC8,20
GO:0035268,protein mannosylation,6/783,21/18986,0.2857142857142857,6.927932858967342,5.637041046250687,0.00015381864882211334,0.01398440609397639,0.01336999274532188,POMT1/TMTC3/TMTC4/TMTC2/FKRP/DPM3,6
GO:0070979,protein K11-linked ubiquitination,8/783,39/18986,0.20512820512820512,4.973900514130399,5.152212460385721,0.00015936163012449678,0.01418650511504114,0.013563212423534473,UBE2D4/UBE2L3/RNF26/ANAPC7/CDC27/UBE2W/RNF7/ANAPC16,8
GO:0006364,rRNA processing,22/783,225/18986,0.09777777777777778,2.370892578402157,4.290238045502389,0.00016422951759745394,0.014321484259059606,0.013692261177136815,UTP14A/RPL35A/WDR3/SRFBP1/RPS24/PES1/DDX21/WDR12/RIOK2/TFB2M/USP36/PIH1D1/NSUN4/TRMT112/RRP15/YTHDF2/RPS21/DHX37/GAR1/WBP11/DDX54/GTPBP4,22
GO:0031124,mRNA 3'-end processing,8/783,40/18986,0.2,4.8495530012771395,5.054709832963433,0.00019207660223172205,0.016414866426722966,0.015693669331817123,CSTF3/ZCCHC8/PAPOLA/ANGEL2/TUT1/NUDT21/WDR33/LEO1,8
GO:0097502,mannosylation,6/783,22/18986,0.2727272727272727,6.6130268199233715,5.463339407003064,0.0002041626204899071,0.01710562504614457,0.016354079053071815,POMT1/TMTC3/TMTC4/TMTC2/FKRP/DPM3,6
GO:0006047,UDP-N-acetylglucosamine metabolic process,5/783,15/18986,0.3333333333333333,8.082588335461898,5.691244119315291,0.0002503887177802817,0.020575211366829688,0.019671226998082453,GFPT1/SLC35A3/PGM3/MGAT1/GNPNAT1,5
GO:0090307,mitotic spindle assembly,11/783,76/18986,0.14473684210526316,3.509544935134772,4.546432058075832,0.0002711295904668801,0.021294727945704115,0.02035913118042979,POLDIP2/STAG1/RAB11A/STAG2/CHMP5/CHMP4A/UHRF1/MAP9/CHMP4C/BCCIP/MZT1,11
GO:0032509,endosome transport via multivesicular body sorting pathway,8/783,42/18986,0.19047619047619047,4.618621905978228,4.86907773179829,0.0002740954919292596,0.021294727945704115,0.02035913118042979,STAM2/CHMP5/CHMP4A/VPS37A/TMEM50A/VTA1/SNF8/CHMP4C,8
GO:0043001,Golgi to plasma membrane protein transport,8/783,42/18986,0.19047619047619047,4.618621905978228,4.86907773179829,0.0002740954919292596,0.021294727945704115,0.02035913118042979,KIF13A/ATP2C1/RAB11A/ASAP1/RAB10/BBS1/SYS1/GOLPH3,8
GO:0006612,protein targeting to membrane,15/783,129/18986,0.11627906976744186,2.8195075588820577,4.3005808426255445,0.000280405162369577,0.02139591533580719,0.020455872841284365,RAB3IP/SEC63/CHM/SGTB/ZDHHC21/ZDHHC2/SEC61A2/ZDHHC20/CHMP4A/SEC62/VPS37A/PRKCI/CWH43/UBL4A/ATG3,15
GO:0018279,protein N-linked glycosylation via asparagine,8/783,43/18986,0.18604651162790697,4.5112120942112925,4.780591215665539,0.000324719875087392,0.02434259695172677,0.023273090216328132,STT3B/UBE2J1/ALG8/MGAT1/OST4/DERL3/ALG1/DDOST,8
